Recency,Frequency,Monetary,Cluster,Segment
23,5,732.0699999999999,0,Regular
10,18,6717.34,3,High-Value
25,4,1687.6000000000001,0,Regular
15,2,467.04,0,Regular
309,1,118.0,1,Occasional
156,1,781.03,1,Occasional
307,1,142.4,1,Occasional
64,1,712.4,0,Regular
16,9,2478.95,0,Regular
15,2,379.65,0,Regular
11,6,1981.92,0,Regular
65,3,1117.13,0,Regular
36,4,247.95999999999998,0,Regular
108,5,2037.0800000000002,0,Regular
53,1,396.97,0,Regular
6,2,697.04,0,Regular
47,1,180.17000000000002,0,Regular
1,21,5153.67,3,High-Value
312,1,219.52,1,Occasional
45,2,693.32,0,Regular
65,1,428.89,0,Regular
26,1,164.34,0,Regular
29,3,280.53999999999996,0,Regular
40,1,678.01,0,Regular
12,7,1131.88,0,Regular
89,3,1171.8,0,Regular
24,4,1610.46,0,Regular
319,1,417.69,1,Occasional
40,3,544.18,0,Regular
174,1,177.34,1,Occasional
117,1,213.85,0,Regular
31,5,747.78,0,Regular
253,1,257.23,1,Occasional
59,5,1638.47,0,Regular
23,11,7792.36,0,Regular
5,7,2031.78,0,Regular
100,11,3070.42,0,Regular
25,5,2121.27,0,Regular
33,5,1575.16,0,Regular
68,1,1071.03,0,Regular
37,5,949.12,0,Regular
52,3,810.5,0,Regular
16,1,122.64,0,Regular
74,1,1033.34,0,Regular
216,1,354.8,1,Occasional
31,3,519.44,0,Regular
16,4,2624.26,0,Regular
120,1,252.1,0,Regular
10,4,1678.1200000000001,0,Regular
257,2,346.6,1,Occasional
17,6,1836.34,0,Regular
35,2,94.2,0,Regular
46,3,1095.08,0,Regular
43,6,2707.33,0,Regular
114,2,932.97,0,Regular
165,2,379.65,1,Occasional
11,2,382.14,0,Regular
10,5,2639.17,0,Regular
206,2,1573.2,1,Occasional
86,3,897.76,0,Regular
179,1,189.47,1,Occasional
60,3,84.65,0,Regular
149,1,305.02,1,Occasional
3,21,6363.59,3,High-Value
51,2,218.55,0,Regular
75,1,349.7,0,Regular
301,2,186.39000000000001,1,Occasional
19,2,396.92,0,Regular
151,2,486.82000000000005,1,Occasional
152,1,232.6,1,Occasional
1,4,3722.42,0,Regular
18,4,827.83,0,Regular
187,1,59.5,1,Occasional
286,1,67.23,1,Occasional
3,7,3119.44,0,Regular
183,1,72.0,1,Occasional
63,1,910.0,0,Regular
59,1,172.25,0,Regular
25,3,1488.32,0,Regular
4,50,65039.62,3,High-Value
31,15,2504.13,0,Regular
39,1,151.29999999999998,0,Regular
155,1,308.58000000000004,1,Occasional
26,10,2265.12,0,Regular
318,1,99.5,1,Occasional
5,9,2308.06,0,Regular
8,3,711.86,0,Regular
303,1,330.79,1,Occasional
267,2,806.41,1,Occasional
271,1,296.88,1,Occasional
4,13,6328.05,0,Regular
32,1,180.48,0,Regular
219,2,252.06,1,Occasional
247,1,228.84,1,Occasional
281,5,1079.34,1,Occasional
269,1,138.28,1,Occasional
32,6,1445.01,0,Regular
246,2,306.55,1,Occasional
15,5,1041.68,0,Regular
117,4,799.9,0,Regular
36,1,524.14,0,Regular
132,3,2375.41,0,Regular
217,1,199.85000000000002,1,Occasional
50,8,1980.56,0,Regular
39,2,1079.6599999999999,0,Regular
29,2,333.48,0,Regular
37,6,1016.14,0,Regular
136,2,752.6,0,Regular
219,2,610.59,1,Occasional
28,1,491.86,0,Regular
25,4,2885.2400000000002,0,Regular
5,2,731.9,0,Regular
200,1,339.59999999999997,1,Occasional
18,1,216.9,0,Regular
241,1,350.75,1,Occasional
72,3,668.4300000000001,0,Regular
17,12,3131.02,0,Regular
3,7,1341.6,0,Regular
95,2,1156.36,0,Regular
162,1,300.04,1,Occasional
374,1,79.6,1,Occasional
96,5,948.25,0,Regular
54,5,1647.26,0,Regular
288,1,296.25,1,Occasional
124,6,1186.28,0,Regular
288,1,741.26,1,Occasional
152,2,282.59999999999997,1,Occasional
4,9,2161.35,0,Regular
2,14,5189.52,3,High-Value
12,7,3190.55,0,Regular
33,2,659.4100000000001,0,Regular
54,2,286.79,0,Regular
50,2,1070.65,0,Regular
219,1,306.72,1,Occasional
63,1,1714.96,0,Regular
71,3,1521.76,0,Regular
2,37,17220.36,3,High-Value
2,10,2796.51,0,Regular
64,4,2634.45,0,Regular
34,3,1132.13,0,Regular
82,1,345.0,0,Regular
1,33,25977.16,3,High-Value
103,1,178.7,0,Regular
7,2,360.01,0,Regular
251,1,127.84,1,Occasional
13,6,912.0,0,Regular
10,11,2462.79,0,Regular
367,1,230.39999999999998,1,Occasional
76,2,309.04,0,Regular
4,1,348.8,0,Regular
128,2,1516.0,0,Regular
66,2,195.55,0,Regular
1,57,37153.85,3,High-Value
117,2,688.86,0,Regular
310,1,558.32,1,Occasional
67,1,324.8,0,Regular
139,3,4599.42,0,Regular
255,1,277.07,1,Occasional
31,7,2635.79,0,Regular
52,2,924.6,0,Regular
64,1,256.38,0,Regular
367,1,112.6,1,Occasional
6,5,1747.66,0,Regular
305,1,155.05,1,Occasional
29,3,1499.01,0,Regular
184,3,814.5,1,Occasional
42,3,539.0,0,Regular
40,4,1366.8600000000001,0,Regular
92,2,1579.12,0,Regular
22,4,4027.36,0,Regular
24,2,571.6700000000001,0,Regular
29,2,382.98,0,Regular
302,3,1140.35,1,Occasional
145,2,385.64,1,Occasional
6,2,632.0,0,Regular
19,2,957.66,0,Regular
33,5,1698.94,0,Regular
176,1,189.5,1,Occasional
58,3,412.05,0,Regular
22,1,209.49,0,Regular
16,6,2202.99,0,Regular
19,1,52.199999999999996,0,Regular
159,1,384.8,1,Occasional
25,4,834.57,0,Regular
212,2,271.24,1,Occasional
6,4,691.73,0,Regular
253,1,85.0,1,Occasional
59,9,3385.62,0,Regular
11,1,361.62,0,Regular
65,1,312.98,0,Regular
25,3,865.0600000000001,0,Regular
92,3,1255.0,0,Regular
52,2,1537.95,0,Regular
129,1,1595.48,0,Regular
96,3,2651.46,0,Regular
57,1,1090.14,0,Regular
9,25,8109.5199999999995,3,High-Value
169,3,388.5,1,Occasional
57,1,216.17,0,Regular
326,1,201.16,1,Occasional
1,5,1245.9,0,Regular
18,8,2209.36,0,Regular
248,1,305.78,1,Occasional
58,4,501.56,0,Regular
74,1,145.67000000000002,0,Regular
31,3,1015.29,0,Regular
7,2,3192.54,0,Regular
123,4,3104.95,0,Regular
2,8,2770.94,0,Regular
23,13,6403.25,0,Regular
120,3,389.6,0,Regular
358,1,540.45,1,Occasional
54,5,1786.79,0,Regular
64,1,122.7,0,Regular
86,1,117.24,0,Regular
55,1,1281.53,0,Regular
21,13,3219.77,0,Regular
4,20,17159.52,3,High-Value
3,5,1191.13,0,Regular
11,5,2674.48,0,Regular
7,5,787.6,0,Regular
189,2,506.8,1,Occasional
71,1,243.56,0,Regular
204,1,349.55,1,Occasional
120,2,605.63,0,Regular
93,1,416.90000000000003,0,Regular
1,10,1883.8100000000002,0,Regular
27,4,632.97,0,Regular
298,1,821.1,1,Occasional
24,3,564.62,0,Regular
28,4,2593.07,0,Regular
50,1,311.16,0,Regular
326,1,155.93,1,Occasional
16,2,388.52,0,Regular
183,3,740.95,1,Occasional
72,5,2867.2,0,Regular
37,2,332.64,0,Regular
80,4,2369.55,0,Regular
57,9,2580.91,0,Regular
12,2,626.45,0,Regular
50,2,272.04,0,Regular
50,2,1212.8400000000001,0,Regular
59,2,384.81,0,Regular
352,1,172.25,1,Occasional
54,1,351.13,0,Regular
2,6,1838.8500000000001,0,Regular
93,4,678.25,0,Regular
23,1,223.85000000000002,0,Regular
75,1,348.99,0,Regular
11,4,464.57,0,Regular
169,2,842.65,1,Occasional
58,2,337.34,0,Regular
96,2,1237.53,0,Regular
295,1,307.4,1,Occasional
109,2,608.7900000000001,0,Regular
264,1,922.1,1,Occasional
180,1,376.58,1,Occasional
169,1,158.85,1,Occasional
35,1,71.66,0,Regular
23,3,568.55,0,Regular
17,4,839.14,0,Regular
22,5,5112.96,0,Regular
79,3,561.5699999999999,0,Regular
65,1,90.6,0,Regular
361,1,102.0,1,Occasional
3,6,2427.32,0,Regular
11,4,745.06,0,Regular
176,3,674.45,1,Occasional
218,2,3251.071,1,Occasional
7,7,3515.68,0,Regular
2,2,439.92,0,Regular
154,2,322.96,1,Occasional
5,5,1026.42,0,Regular
79,3,598.2,0,Regular
21,2,230.22,0,Regular
22,2,169.55,0,Regular
308,4,664.54,1,Occasional
146,1,80.7,1,Occasional
7,18,9053.94,3,High-Value
19,8,2758.26,0,Regular
71,2,190.25,0,Regular
287,1,264.7,1,Occasional
49,1,413.59000000000003,0,Regular
31,6,2526.28,0,Regular
207,1,357.98,1,Occasional
15,2,196.79000000000002,0,Regular
73,1,869.87,0,Regular
60,1,200.14,0,Regular
39,4,1871.81,0,Regular
30,12,2603.43,0,Regular
27,5,920.51,0,Regular
4,15,7060.13,3,High-Value
17,1,320.46,0,Regular
20,6,4147.96,0,Regular
66,2,1266.08,0,Regular
213,1,311.3,1,Occasional
12,6,855.97,0,Regular
30,1,76.8,0,Regular
43,9,3466.36,0,Regular
4,6,2313.14,0,Regular
15,5,1393.69,0,Regular
10,12,3901.81,0,Regular
211,1,635.66,1,Occasional
46,3,2043.0800000000002,0,Regular
134,2,529.73,0,Regular
43,7,4582.64,0,Regular
10,5,2874.72,0,Regular
116,3,962.19,0,Regular
198,2,695.61,1,Occasional
278,1,328.8,1,Occasional
110,3,473.02,0,Regular
77,1,505.18,0,Regular
53,1,917.34,0,Regular
162,4,4341.21,1,Occasional
47,3,1421.61,0,Regular
17,2,642.8,0,Regular
155,3,631.9,1,Occasional
225,1,440.0,1,Occasional
7,2,584.07,0,Regular
122,2,327.7,0,Regular
61,1,104.82,0,Regular
63,2,467.66,0,Regular
18,8,2360.09,0,Regular
7,19,17286.86,3,High-Value
2,11,2975.59,0,Regular
22,3,651.8199999999999,0,Regular
29,5,1428.02,0,Regular
285,1,626.65,1,Occasional
176,2,147.20000000000002,1,Occasional
78,3,1560.38,0,Regular
33,1,152.2,0,Regular
41,12,3614.92,0,Regular
266,1,141.41,1,Occasional
27,4,652.82,0,Regular
109,4,1659.75,0,Regular
284,1,154.99,1,Occasional
9,5,1308.6100000000001,0,Regular
305,1,409.93,1,Occasional
17,4,5681.72,0,Regular
32,2,746.36,0,Regular
1,23,15610.390000000001,3,High-Value
20,1,225.36,0,Regular
124,2,260.25,0,Regular
65,1,92.46,0,Regular
106,1,725.6400000000001,0,Regular
1,23,8214.65,3,High-Value
24,17,6217.96,3,High-Value
267,1,183.6,1,Occasional
5,19,6140.42,3,High-Value
10,12,10464.85,3,High-Value
29,5,1353.74,0,Regular
267,1,152.55,1,Occasional
64,2,374.7,0,Regular
320,1,265.85,1,Occasional
4,8,1438.82,0,Regular
32,1,151.04,0,Regular
5,3,942.26,0,Regular
129,1,122.47,0,Regular
41,5,499.41999999999996,0,Regular
102,6,1049.37,0,Regular
125,1,375.1,0,Regular
33,1,45.599999999999994,0,Regular
302,2,934.52,1,Occasional
365,1,182.25,1,Occasional
4,9,1018.43,0,Regular
2,18,4448.54,3,High-Value
3,1,194.42,0,Regular
10,13,50491.81,3,High-Value
57,1,161.0,0,Regular
325,1,76.32000000000001,1,Occasional
8,14,4076.91,0,Regular
12,1,442.85,0,Regular
4,17,65164.79,3,High-Value
37,1,147.35,0,Regular
16,11,3104.17,0,Regular
138,1,194.9,0,Regular
74,6,5976.79,0,Regular
5,5,1360.28,0,Regular
155,2,216.20999999999998,1,Occasional
239,1,1266.23,1,Occasional
52,7,2703.23,0,Regular
31,2,597.91,0,Regular
73,1,144.2,0,Regular
4,12,5683.15,0,Regular
14,4,692.85,0,Regular
23,7,2915.15,0,Regular
4,4,1840.42,0,Regular
274,2,386.53,1,Occasional
20,5,1382.74,0,Regular
144,1,90.0,1,Occasional
4,4,2780.15,0,Regular
84,1,419.58000000000004,0,Regular
11,3,2740.43,0,Regular
8,3,706.1300000000001,0,Regular
123,3,709.71,0,Regular
61,2,637.5,0,Regular
2,5,1123.8600000000001,0,Regular
319,1,483.86,1,Occasional
2,11,3586.0299999999997,0,Regular
130,3,605.64,0,Regular
2,15,4690.31,3,High-Value
2,2,982.3800000000001,0,Regular
46,1,415.82,0,Regular
4,2,935.05,0,Regular
3,4,915.13,0,Regular
373,1,311.81,1,Occasional
134,1,115.8,0,Regular
47,4,3742.2,0,Regular
9,5,4191.0,0,Regular
78,2,483.4,0,Regular
234,1,157.2,1,Occasional
221,1,446.62,1,Occasional
36,2,658.64,0,Regular
75,2,621.29,0,Regular
239,2,1345.62,1,Occasional
266,1,118.75,1,Occasional
10,55,117379.63,2,High-Value
20,2,432.88,0,Regular
40,1,507.66,0,Regular
20,11,4693.01,0,Regular
216,3,1110.52,1,Occasional
174,2,289.36,1,Occasional
87,4,2445.91,0,Regular
71,2,1631.77,0,Regular
276,1,122.53999999999999,1,Occasional
39,4,574.84,0,Regular
98,1,363.79,0,Regular
11,4,450.84,0,Regular
33,1,134.46,0,Regular
60,3,3222.3,0,Regular
297,4,576.9000000000001,1,Occasional
86,4,559.41,0,Regular
9,7,1620.93,0,Regular
41,2,719.78,0,Regular
11,25,4748.52,3,High-Value
67,1,452.89,0,Regular
331,1,197.65,1,Occasional
31,6,2054.36,0,Regular
2,15,4654.08,3,High-Value
2,13,4684.76,0,Regular
68,2,853.39,0,Regular
5,21,11349.52,3,High-Value
202,2,1012.0,1,Occasional
107,1,335.52,0,Regular
18,4,701.4,0,Regular
218,1,185.39999999999998,1,Occasional
60,7,747.44,0,Regular
2,1,161.03,0,Regular
17,2,466.7,0,Regular
239,1,328.15999999999997,1,Occasional
95,1,151.74,0,Regular
11,6,2073.43,0,Regular
106,6,1905.8400000000001,0,Regular
53,9,2241.1,0,Regular
90,1,1070.48,0,Regular
31,5,1004.38,0,Regular
12,6,1789.72,0,Regular
3,4,1839.3,0,Regular
2,17,2004.98,3,High-Value
43,1,169.48000000000002,0,Regular
4,1,89.94,0,Regular
247,2,632.4,1,Occasional
42,9,3432.8,0,Regular
177,1,683.17,1,Occasional
92,3,991.13,0,Regular
110,4,1050.12,0,Regular
29,5,2232.19,0,Regular
26,10,3350.96,0,Regular
52,3,1547.2,0,Regular
184,3,925.71,1,Occasional
43,5,2048.07,0,Regular
49,4,1462.72,0,Regular
22,4,775.46,0,Regular
75,5,3144.86,0,Regular
81,2,490.86,0,Regular
373,1,161.0,1,Occasional
326,1,146.85,1,Occasional
43,11,2380.85,0,Regular
30,2,890.34,0,Regular
184,1,213.70000000000002,1,Occasional
235,2,280.55,1,Occasional
9,10,2588.77,0,Regular
220,2,1693.45,1,Occasional
111,3,1474.06,0,Regular
278,1,136.76999999999998,1,Occasional
318,1,302.58,1,Occasional
7,3,1904.05,0,Regular
2,5,2879.7000000000003,0,Regular
260,2,969.0600000000001,1,Occasional
64,5,3099.7200000000003,0,Regular
9,9,12669.98,0,Regular
142,1,120.0,0,Regular
51,2,1163.45,0,Regular
8,8,2618.23,0,Regular
155,2,333.97,1,Occasional
109,2,530.18,0,Regular
163,3,1516.24,1,Occasional
332,1,492.65000000000003,1,Occasional
226,1,112.32,1,Occasional
74,2,437.96,0,Regular
51,4,559.97,0,Regular
99,3,1119.74,0,Regular
15,3,4216.2,0,Regular
197,1,134.04,1,Occasional
3,15,3729.34,3,High-Value
31,2,595.25,0,Regular
21,4,1910.01,0,Regular
24,3,4628.75,0,Regular
8,3,176.63,0,Regular
213,1,426.6,1,Occasional
9,6,911.26,0,Regular
11,5,2314.65,0,Regular
2,11,3883.25,0,Regular
8,9,4871.93,0,Regular
3,4,1046.56,0,Regular
40,1,166.20000000000002,0,Regular
18,4,1305.33,0,Regular
8,44,51527.3,3,High-Value
8,9,3965.62,0,Regular
19,1,43.2,0,Regular
117,1,640.14,0,Regular
223,1,383.45,1,Occasional
71,3,1858.96,0,Regular
51,2,2093.32,0,Regular
89,6,2995.72,0,Regular
8,9,2352.53,0,Regular
243,1,310.26,1,Occasional
47,6,1611.59,0,Regular
107,1,120.0,0,Regular
45,6,2481.13,0,Regular
65,1,508.58000000000004,0,Regular
207,2,477.79,1,Occasional
11,5,1530.75,0,Regular
115,2,605.0600000000001,0,Regular
242,1,183.85,1,Occasional
163,1,311.65,1,Occasional
17,7,5014.84,0,Regular
124,2,462.65999999999997,0,Regular
23,3,866.31,0,Regular
68,1,415.2,0,Regular
17,8,2552.21,0,Regular
16,2,468.26,0,Regular
17,4,1614.91,0,Regular
161,2,588.22,1,Occasional
243,1,309.52,1,Occasional
219,1,134.7,1,Occasional
45,8,2182.28,0,Regular
21,4,668.5600000000001,0,Regular
127,8,889.9300000000001,0,Regular
39,1,108.97999999999999,0,Regular
121,2,1021.58,0,Regular
260,1,409.57,1,Occasional
10,1,133.5,0,Regular
274,1,282.93,1,Occasional
165,1,51.0,1,Occasional
157,4,1078.96,1,Occasional
215,1,90.6,1,Occasional
6,2,163.62,0,Regular
366,1,174.4,1,Occasional
80,2,701.23,0,Regular
43,1,225.77,0,Regular
19,3,912.18,0,Regular
32,4,2128.23,0,Regular
22,1,161.2,0,Regular
109,8,3717.35,0,Regular
8,16,9261.52,3,High-Value
320,1,155.0,1,Occasional
295,1,100.5,1,Occasional
358,1,76.55,1,Occasional
185,1,257.68,1,Occasional
191,2,617.05,1,Occasional
44,2,348.1,0,Regular
52,1,202.68,0,Regular
26,1,626.0699999999999,0,Regular
38,3,1247.69,0,Regular
9,3,202.11,0,Regular
297,1,142.4,1,Occasional
33,3,1770.56,0,Regular
10,8,3212.84,0,Regular
65,2,1043.46,0,Regular
10,9,4652.82,0,Regular
218,1,67.95,1,Occasional
2,9,3507.71,0,Regular
65,2,487.99,0,Regular
3,19,2612.96,3,High-Value
149,1,574.7,1,Occasional
4,13,4051.48,0,Regular
130,4,1475.81,0,Regular
34,6,1474.32,0,Regular
119,1,156.75,0,Regular
107,6,2157.73,0,Regular
11,7,2606.53,0,Regular
71,6,2059.4500000000003,0,Regular
92,9,1105.07,0,Regular
311,1,1063.0,1,Occasional
43,2,770.03,0,Regular
362,1,122.7,1,Occasional
92,7,1496.98,0,Regular
1,13,5900.28,0,Regular
22,2,490.22,0,Regular
4,3,1937.25,0,Regular
11,6,1058.06,0,Regular
99,1,387.52,0,Regular
57,2,813.11,0,Regular
1,6,4263.64,0,Regular
218,1,265.2,1,Occasional
18,1,322.08,0,Regular
24,10,4481.67,0,Regular
50,2,363.34000000000003,0,Regular
7,5,1244.83,0,Regular
303,1,470.36,1,Occasional
10,6,2255.51,0,Regular
22,6,1372.8,0,Regular
99,1,89.06,0,Regular
366,1,63.0,1,Occasional
306,1,131.9,1,Occasional
320,1,2661.24,1,Occasional
8,5,2357.6800000000003,0,Regular
1,4,1712.89,0,Regular
205,2,1589.82,1,Occasional
54,4,1420.2,0,Regular
1,4,1039.58,0,Regular
19,5,1163.23,0,Regular
9,2,375.35,0,Regular
19,4,907.1,0,Regular
181,3,483.25,1,Occasional
60,2,662.59,0,Regular
11,2,264.44,0,Regular
190,1,119.93,1,Occasional
5,9,3062.4,0,Regular
311,1,113.64,1,Occasional
155,1,1837.92,1,Occasional
110,3,434.34,0,Regular
148,3,2103.06,1,Occasional
66,11,2004.02,0,Regular
98,3,529.62,0,Regular
247,3,1058.6200000000001,1,Occasional
29,7,2272.4,0,Regular
18,4,598.76,0,Regular
12,2,461.19,0,Regular
104,8,1936.84,0,Regular
74,2,234.34000000000003,0,Regular
46,1,547.66,0,Regular
72,3,925.85,0,Regular
257,1,215.7,1,Occasional
20,4,1309.6,0,Regular
254,2,316.25,1,Occasional
11,1,279.05,0,Regular
165,2,636.51,1,Occasional
18,6,2068.15,0,Regular
282,1,137.1,1,Occasional
50,1,321.92,0,Regular
39,1,165.75,0,Regular
27,6,1196.33,0,Regular
68,1,1064.28,0,Regular
207,1,463.38,1,Occasional
175,2,340.93,1,Occasional
7,5,2383.2400000000002,0,Regular
26,1,139.56,0,Regular
51,2,123.8,0,Regular
312,2,538.8100000000001,1,Occasional
309,1,475.37,1,Occasional
43,5,1957.32,0,Regular
26,3,815.32,0,Regular
88,3,356.85,0,Regular
184,2,251.21,1,Occasional
20,11,2470.67,0,Regular
3,6,3543.26,0,Regular
47,4,673.26,0,Regular
17,8,5905.64,0,Regular
17,5,2012.17,0,Regular
24,6,1383.18,0,Regular
22,2,276.42,0,Regular
11,5,1314.81,0,Regular
188,2,275.28,1,Occasional
101,3,455.59000000000003,0,Regular
61,3,1055.35,0,Regular
18,6,2102.09,0,Regular
33,2,330.45,0,Regular
64,1,174.37,0,Regular
2,2,270.6,0,Regular
24,4,974.54,0,Regular
108,1,241.09,0,Regular
32,9,1867.68,0,Regular
20,9,4332.2,0,Regular
3,55,8508.82,3,High-Value
37,1,364.21999999999997,0,Regular
60,3,620.04,0,Regular
26,6,2925.91,0,Regular
236,4,932.85,1,Occasional
25,7,1949.72,0,Regular
3,18,4447.05,3,High-Value
60,3,2864.19,0,Regular
260,1,171.8,1,Occasional
58,1,355.56,0,Regular
65,2,388.25,0,Regular
16,2,537.48,0,Regular
10,3,996.26,0,Regular
59,8,1461.65,0,Regular
186,1,103.25,1,Occasional
29,16,3630.33,3,High-Value
24,2,2024.45,0,Regular
5,5,2578.09,0,Regular
4,8,4007.54,0,Regular
151,2,652.8,1,Occasional
311,1,289.24,1,Occasional
11,2,765.62,0,Regular
18,2,186.23,0,Regular
152,1,165.07,1,Occasional
19,5,859.27,0,Regular
10,4,2381.04,0,Regular
57,2,324.14,0,Regular
85,1,788.38,0,Regular
7,22,2237.77,3,High-Value
76,3,1080.76,0,Regular
4,18,5074.77,3,High-Value
96,4,3099.12,0,Regular
111,1,1432.0,0,Regular
57,2,1530.3600000000001,0,Regular
1,1,227.39,0,Regular
281,2,218.06,1,Occasional
3,7,2832.84,0,Regular
180,9,1653.42,1,Occasional
372,1,35.400000000000006,1,Occasional
13,4,859.71,0,Regular
3,1,168.63,0,Regular
17,1,138.6,0,Regular
41,1,114.11,0,Regular
6,5,1052.55,0,Regular
169,4,1042.26,1,Occasional
50,1,157.05,0,Regular
277,1,237.36,1,Occasional
19,9,1601.14,0,Regular
372,1,39.75,1,Occasional
15,4,1447.14,0,Regular
35,3,570.46,0,Regular
22,3,617.99,0,Regular
7,2,379.83,0,Regular
20,6,1740.6,0,Regular
11,2,883.15,0,Regular
44,1,221.97,0,Regular
306,1,393.33000000000004,1,Occasional
11,1,213.96,0,Regular
275,1,660.0,1,Occasional
1,93,12156.65,3,High-Value
16,14,16569.5,3,High-Value
4,4,1785.15,0,Regular
72,4,601.56,0,Regular
243,3,406.08000000000004,1,Occasional
9,3,553.44,0,Regular
246,1,394.44,1,Occasional
206,2,412.78000000000003,1,Occasional
1,5,1788.3600000000001,0,Regular
185,1,320.58000000000004,1,Occasional
32,5,889.25,0,Regular
57,2,225.85,0,Regular
196,2,899.63,1,Occasional
24,4,2791.27,0,Regular
91,2,671.96,0,Regular
4,2,959.01,0,Regular
51,3,1006.98,0,Regular
263,1,114.56,1,Occasional
266,1,344.90000000000003,1,Occasional
36,2,609.85,0,Regular
51,1,443.6,0,Regular
52,6,2984.49,0,Regular
24,6,2125.08,0,Regular
22,1,110.46,0,Regular
59,1,96.12,0,Regular
170,2,693.8100000000001,1,Occasional
68,2,830.76,0,Regular
157,2,597.09,1,Occasional
2,73,280206.02,2,High-Value
201,1,243.22,1,Occasional
5,4,1417.29,0,Regular
67,2,654.6,0,Regular
77,1,114.18,0,Regular
1,7,1947.55,0,Regular
8,4,1932.23,0,Regular
169,2,291.05,1,Occasional
18,4,848.22,0,Regular
5,2,247.15,0,Regular
9,9,2529.93,0,Regular
87,2,285.74,0,Regular
27,1,107.95,0,Regular
29,4,771.17,0,Regular
20,2,637.89,0,Regular
61,5,1835.7,0,Regular
24,1,195.25,0,Regular
11,25,9241.2,3,High-Value
242,3,1269.99,1,Occasional
280,2,411.53,1,Occasional
235,2,765.55,1,Occasional
3,5,1736.4,0,Regular
16,1,604.75,0,Regular
31,6,2548.2400000000002,0,Regular
25,16,28754.11,3,High-Value
71,3,498.95,0,Regular
188,2,52.0,1,Occasional
26,5,1236.28,0,Regular
107,1,628.38,0,Regular
8,21,5630.87,3,High-Value
209,1,112.8,1,Occasional
44,2,371.7,0,Regular
31,5,2114.33,0,Regular
137,4,591.55,0,Regular
265,1,172.9,1,Occasional
4,7,2078.95,0,Regular
218,2,188.60999999999999,1,Occasional
2,5,1250.76,0,Regular
214,1,109.13000000000001,1,Occasional
32,3,2235.3,0,Regular
11,9,2549.37,0,Regular
1,17,3292.14,3,High-Value
15,1,318.17,0,Regular
11,9,1546.91,0,Regular
199,1,179.0,1,Occasional
3,3,1126.37,0,Regular
15,13,4921.04,0,Regular
14,4,606.13,0,Regular
10,11,2868.8,0,Regular
29,3,917.07,0,Regular
9,11,2666.36,0,Regular
24,1,160.19,0,Regular
25,4,867.38,0,Regular
43,2,329.68,0,Regular
2,5,1602.13,0,Regular
6,3,663.81,0,Regular
147,1,187.92000000000002,1,Occasional
10,6,1158.3,0,Regular
25,1,718.08,0,Regular
274,1,268.58,1,Occasional
374,1,313.49,1,Occasional
1,8,2005.06,0,Regular
47,3,380.02,0,Regular
8,8,2702.4900000000002,0,Regular
16,12,9585.91,3,High-Value
4,32,6065.69,3,High-Value
4,3,1164.55,0,Regular
43,7,1314.45,0,Regular
4,7,3902.28,0,Regular
197,3,1448.21,1,Occasional
12,6,1400.34,0,Regular
16,7,1099.98,0,Regular
113,5,1220.26,0,Regular
249,1,328.2,1,Occasional
29,5,1415.75,0,Regular
44,1,389.64,0,Regular
87,1,563.15,0,Regular
45,2,638.05,0,Regular
10,11,5010.28,0,Regular
15,1,738.96,0,Regular
75,1,420.5,0,Regular
145,4,1484.06,0,Regular
5,3,1625.97,0,Regular
297,1,89.2,1,Occasional
59,2,255.9,0,Regular
264,1,300.52,1,Occasional
47,1,278.3,0,Regular
29,3,254.11,0,Regular
8,6,2473.37,0,Regular
17,2,192.60000000000002,0,Regular
3,8,10674.75,0,Regular
232,2,876.42,1,Occasional
112,1,139.26,0,Regular
58,3,1011.9,0,Regular
51,11,2538.3,0,Regular
127,2,730.86,0,Regular
281,3,386.15,1,Occasional
55,2,447.68,0,Regular
320,1,200.10000000000002,1,Occasional
26,2,289.99,0,Regular
10,2,77.4,0,Regular
7,2,679.4399999999999,0,Regular
29,1,197.64,0,Regular
17,4,745.06,0,Regular
64,1,6.2,0,Regular
21,1,228.99,0,Regular
3,7,1319.91,0,Regular
166,1,131.45000000000002,1,Occasional
1,17,8022.49,3,High-Value
53,3,173.74,0,Regular
51,1,157.7,0,Regular
48,12,4339.74,0,Regular
61,1,193.14,0,Regular
162,3,845.55,1,Occasional
9,1,353.27,0,Regular
15,4,554.65,0,Regular
75,1,193.39000000000001,0,Regular
40,8,2741.17,0,Regular
41,11,2087.88,0,Regular
370,2,155.43,1,Occasional
37,2,778.5,0,Regular
197,1,271.85,1,Occasional
200,2,1110.34,1,Occasional
74,3,657.8,0,Regular
64,2,272.07,0,Regular
21,4,507.29,0,Regular
367,1,48.800000000000004,1,Occasional
180,3,321.43,1,Occasional
10,4,1127.71,0,Regular
4,12,2226.91,0,Regular
197,3,2139.76,1,Occasional
29,4,697.55,0,Regular
53,1,197.13,0,Regular
18,6,1720.3,0,Regular
10,3,102.44999999999999,0,Regular
90,4,1649.5,0,Regular
268,1,62.85,1,Occasional
53,6,3295.76,0,Regular
44,4,2824.69,0,Regular
64,4,3189.81,0,Regular
149,1,309.4,1,Occasional
22,25,7930.54,3,High-Value
312,1,325.75,1,Occasional
23,2,511.35,0,Regular
58,6,2836.69,0,Regular
24,2,475.8,0,Regular
78,7,2759.83,0,Regular
119,2,645.65,0,Regular
36,3,1311.3799999999999,0,Regular
60,2,1173.12,0,Regular
13,4,1353.74,0,Regular
